2016/12/30 12:36:43:161  applicationDidBecomeActive:
2016/12/30 12:37:01:749  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:01:749  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:01:749  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 19001e00 001e0000>
2016/12/30 12:37:01:750  Notify with data <a4090000 19001e00 001e0000> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageSpecificTrainerDataPage|cadenceRPM:30|powerW:30>
2016/12/30 12:37:01:751  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:01:751  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 0f000020>
2016/12/30 12:37:01:751  Notify with data <a4090000 10000000 0f000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.05400000113435083|distance:0>
2016/12/30 12:37:01:751  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:01:751  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 0f000020>
2016/12/30 12:37:01:751  Notify with data <a4090000 10000000 0f000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.05400000113435083|distance:0>
2016/12/30 12:37:02:700  elevation calculation <speed:15|slope:0|distance:4.737733101443155|speedtimedistance:13.86870056390762|elevation:0|elevationChange:0>
2016/12/30 12:37:02:731  elevation calculation <speed:15|slope:0|distance:-9.303216832675389|speedtimedistance:0.004350543022155762|elevation:0|elevationChange:-0>
2016/12/30 12:37:02:731  <reader_timed_RPM> requested SpecificTrainerDataPage:<TACPageRequestPage|requestPage:25>
2016/12/30 12:37:02:731  <reader_timed_Distance> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:02:731  <reader_timed_Speed> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:02:733  logging data point
2016/12/30 12:37:02:736  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:02:736  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801901 39>
2016/12/30 12:37:02:736  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:02:736  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:02:736  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:02:736  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:02:737  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:02:737  Recieved page class TACPageRequestPage
2016/12/30 12:37:02:737  Processed request with page number 25 for SpecificTrainerDataPage with response <TACPageSpecificTrainerDataPage|cadenceRPM:12|powerW:38>
2016/12/30 12:37:02:737  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:02:737  Recieved page class TACPageRequestPage
2016/12/30 12:37:02:737  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:20|distance:0>
2016/12/30 12:37:02:737  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:02:737  Recieved page class TACPageRequestPage
2016/12/30 12:37:02:737  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:20|distance:0>
2016/12/30 12:37:02:737  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:02:737  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:02:737  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:02:737  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:02:737  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 19000c00 00260000>
2016/12/30 12:37:02:738  Notify with data <a4090000 19000c00 00260000> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageSpecificTrainerDataPage|cadenceRPM:12|powerW:38>
2016/12/30 12:37:02:741  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:02:741  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 13000020>
2016/12/30 12:37:02:741  Notify with data <a4090000 10000000 13000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.06840000143684438|distance:0>
2016/12/30 12:37:02:741  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:02:741  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 13000020>
2016/12/30 12:37:02:741  Notify with data <a4090000 10000000 13000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.06840000143684438|distance:0>
2016/12/30 12:37:03:706  elevation calculation <speed:19|slope:0|distance:4.649433144826617|speedtimedistance:17.79842203855515|elevation:0|elevationChange:0>
2016/12/30 12:37:03:867  elevation calculation <speed:19|slope:0|distance:-11.22392759169088|speedtimedistance:0.003097355365753174|elevation:0|elevationChange:-0>
2016/12/30 12:37:03:868  <reader_timed_RPM> requested SpecificTrainerDataPage:<TACPageRequestPage|requestPage:25>
2016/12/30 12:37:03:868  <reader_timed_Distance> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:03:868  <reader_timed_Speed> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:03:868  logging data point
2016/12/30 12:37:03:869  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:03:869  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801901 39>
2016/12/30 12:37:03:869  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:03:869  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:03:870  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:03:870  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:03:870  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:03:870  Recieved page class TACPageRequestPage
2016/12/30 12:37:03:870  Processed request with page number 25 for SpecificTrainerDataPage with response <TACPageSpecificTrainerDataPage|cadenceRPM:36|powerW:39>
2016/12/30 12:37:03:870  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:03:870  Recieved page class TACPageRequestPage
2016/12/30 12:37:03:870  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:28|distance:0>
2016/12/30 12:37:03:870  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:03:870  Recieved page class TACPageRequestPage
2016/12/30 12:37:03:870  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:28|distance:0>
2016/12/30 12:37:03:871  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:03:871  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:03:871  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:03:871  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:03:871  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 19002400 00270000>
2016/12/30 12:37:03:871  Notify with data <a4090000 19002400 00270000> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageSpecificTrainerDataPage|cadenceRPM:36|powerW:39>
2016/12/30 12:37:03:873  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:03:873  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 1c000020>
2016/12/30 12:37:03:874  Notify with data <a4090000 10000000 1c000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.1008000021174549|distance:0>
2016/12/30 12:37:03:874  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:03:874  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 1c000020>
2016/12/30 12:37:03:874  Notify with data <a4090000 10000000 1c000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.1008000021174549|distance:0>
2016/12/30 12:37:04:697  elevation calculation <speed:28|slope:0|distance:5.610415118162564|speedtimedistance:22.32000350952148|elevation:0|elevationChange:0>
2016/12/30 12:37:04:729  elevation calculation <speed:28|slope:0|distance:-13.96520931384202|speedtimedistance:0.00806427001953125|elevation:0|elevationChange:-0>
2016/12/30 12:37:04:729  <reader_timed_RPM> requested SpecificTrainerDataPage:<TACPageRequestPage|requestPage:25>
2016/12/30 12:37:04:729  <reader_timed_Distance> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:04:729  <reader_timed_Speed> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:04:730  logging data point
2016/12/30 12:37:04:733  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:04:733  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801901 39>
2016/12/30 12:37:04:733  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:04:733  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:04:733  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:04:733  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:04:734  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:04:734  Recieved page class TACPageRequestPage
2016/12/30 12:37:04:734  Processed request with page number 25 for SpecificTrainerDataPage with response <TACPageSpecificTrainerDataPage|cadenceRPM:13|powerW:19>
2016/12/30 12:37:04:734  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:04:734  Recieved page class TACPageRequestPage
2016/12/30 12:37:04:734  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:38.00000000000001|distance:0>
2016/12/30 12:37:04:734  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:04:734  Recieved page class TACPageRequestPage
2016/12/30 12:37:04:734  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:38.00000000000001|distance:0>
2016/12/30 12:37:04:734  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:04:734  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:04:734  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:04:734  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:04:734  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 19000d00 00130000>
2016/12/30 12:37:04:735  Notify with data <a4090000 19000d00 00130000> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageSpecificTrainerDataPage|cadenceRPM:13|powerW:19>
2016/12/30 12:37:04:741  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:04:741  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 26000020>
2016/12/30 12:37:04:741  Notify with data <a4090000 10000000 26000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.1368000028736888|distance:0>
2016/12/30 12:37:04:741  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:04:741  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 26000020>
2016/12/30 12:37:04:742  Notify with data <a4090000 10000000 26000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.1368000028736888|distance:0>
2016/12/30 12:37:05:703  elevation calculation <speed:38|slope:0|distance:6.978572521911246|speedtimedistance:35.56298267841339|elevation:0|elevationChange:0>
2016/12/30 12:37:05:733  elevation calculation <speed:38|slope:0|distance:-21.27077760016232|speedtimedistance:0.009576320648193359|elevation:0|elevationChange:-0>
2016/12/30 12:37:05:733  <reader_timed_RPM> requested SpecificTrainerDataPage:<TACPageRequestPage|requestPage:25>
2016/12/30 12:37:05:734  <reader_timed_Distance> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:05:734  <reader_timed_Speed> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:05:735  logging data point
2016/12/30 12:37:05:738  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:05:738  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801901 39>
2016/12/30 12:37:05:738  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:05:738  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:05:738  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:05:738  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:05:738  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:05:738  Recieved page class TACPageRequestPage
2016/12/30 12:37:05:738  Processed request with page number 25 for SpecificTrainerDataPage with response <TACPageSpecificTrainerDataPage|cadenceRPM:17|powerW:36>
2016/12/30 12:37:05:739  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:05:739  Recieved page class TACPageRequestPage
2016/12/30 12:37:05:739  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:33|distance:0>
2016/12/30 12:37:05:739  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:05:739  Recieved page class TACPageRequestPage
2016/12/30 12:37:05:739  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:33|distance:0>
2016/12/30 12:37:05:739  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:05:739  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:05:739  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:05:739  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:05:739  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 19001100 00240000>
2016/12/30 12:37:05:739  Notify with data <a4090000 19001100 00240000> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageSpecificTrainerDataPage|cadenceRPM:17|powerW:36>
2016/12/30 12:37:05:740  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:05:741  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 21000020>
2016/12/30 12:37:05:741  Notify with data <a4090000 10000000 21000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.1188000024955718|distance:0>
2016/12/30 12:37:05:741  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:05:741  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 21000020>
2016/12/30 12:37:05:741  Notify with data <a4090000 10000000 21000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.1188000024955718|distance:0>
2016/12/30 12:37:06:700  elevation calculation <speed:33|slope:0|distance:10.63060063975706|speedtimedistance:30.81959098577499|elevation:0|elevationChange:0>
2016/12/30 12:37:06:729  elevation calculation <speed:33|slope:0|distance:-20.72509581276603|speedtimedistance:0.005873322486877441|elevation:0|elevationChange:-0>
2016/12/30 12:37:06:729  <reader_timed_RPM> requested SpecificTrainerDataPage:<TACPageRequestPage|requestPage:25>
2016/12/30 12:37:06:729  <reader_timed_Distance> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:06:729  <reader_timed_Speed> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:06:731  logging data point
2016/12/30 12:37:06:734  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:06:734  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801901 39>
2016/12/30 12:37:06:734  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:06:734  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:06:734  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:06:734  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:06:735  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:06:735  Recieved page class TACPageRequestPage
2016/12/30 12:37:06:735  Processed request with page number 25 for SpecificTrainerDataPage with response <TACPageSpecificTrainerDataPage|cadenceRPM:12|powerW:29>
2016/12/30 12:37:06:735  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:06:735  Recieved page class TACPageRequestPage
2016/12/30 12:37:06:735  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:13|distance:0>
2016/12/30 12:37:06:735  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:06:735  Recieved page class TACPageRequestPage
2016/12/30 12:37:06:735  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:13|distance:0>
2016/12/30 12:37:06:736  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:06:736  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:06:736  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:06:736  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:06:736  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 19000c00 001d0000>
2016/12/30 12:37:06:736  Notify with data <a4090000 19000c00 001d0000> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageSpecificTrainerDataPage|cadenceRPM:12|powerW:29>
2016/12/30 12:37:06:737  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:06:737  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 0d000020>
2016/12/30 12:37:06:738  Notify with data <a4090000 10000000 0d000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.04680000098310405|distance:0>
2016/12/30 12:37:06:738  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:06:738  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 0d000020>
2016/12/30 12:37:06:738  Notify with data <a4090000 10000000 0d000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.04680000098310405|distance:0>
2016/12/30 12:37:07:702  elevation calculation <speed:13|slope:0|distance:10.35961124513958|speedtimedistance:12.23288279771805|elevation:0|elevationChange:0>
2016/12/30 12:37:07:732  elevation calculation <speed:13|slope:0|distance:-11.29624702142881|speedtimedistance:0.004511237144470215|elevation:0|elevationChange:-0>
2016/12/30 12:37:07:732  <reader_timed_RPM> requested SpecificTrainerDataPage:<TACPageRequestPage|requestPage:25>
2016/12/30 12:37:07:733  <reader_timed_Distance> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:07:733  <reader_timed_Speed> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:07:734  logging data point
2016/12/30 12:37:07:736  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:07:736  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801901 39>
2016/12/30 12:37:07:736  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:07:736  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:07:736  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:07:736  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:07:737  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:07:737  Recieved page class TACPageRequestPage
